HS Code,Item (Arabic),Duty Rate (%)
85365020000,"مفاتيح كهربائية تتألف من ترانزستور وبطاقة للمنطق, لجهد 1 ك.ف",0
85365030000,مفاتيح مفصلية كهرو - آلية معدة لتيار شدته - 11 أمبير الجهد 1 ك.ف,0
85365040000,مفاتيح كهربائية اخر و قاطعات التيار الجهد لا يزيد عن 1 كيلو فولت المستورد من قبل المصانع كمدخلات إنتاج,0
85365090100,نقاط الاطلاق اليدوية لنظام الانذار من الحريق,15
85365090900,"مفاتيح كهربائية اخر و قاطعات التيار الجهد لا ينزيد عن 1 كيلو فولت, (غ. م.ك)",15
85366100000,قواعد مصابيح كهربائية الجهد 1 كيلو فولت,0
85366910000,وصلات ماخذ كهربائية للكوابل المحورية وللدوائر المطبوعة لجهد < 1 كيلو فولت,0
85366990000,"وصلات ماخذ كهربائية لجهد < 1 كيلو فولت, (غ. م.ك)",15
85367010000,موصلات للالياف البصرية والحزم الألياف البصرية وللكوابل البصرية من بلاستيك,5
85367020000,موصلات للالياف البصرية والحزم الألياف البصرية وللكوابل البصرية من خزف,15
85367090000,موصلات للالياف البصرية والحزم الألياف البصرية وللكوابل البصرية,15
85369010000,"عناصر اتصال وتوصيل للاسلاك والكوابل الكهربائية لجهد - 1 كيلو فولت, (غ. م.ك)",0
85369020000,مسبار للرقاقات لجهد < 1 كيلو فولت,0
85369030000,أجهزة أخر كهربائية لتقسيم.. لجهد ك 1 ف مستورد.. كمستلزمات .. لاستخداماتها الخاصة ( ع م ك ),0
85369040000,أجهزة أخر كهربائية لتقسيم الدوائر الكهربائية... لجهد ك 1 ف مستورد.. مصانع كمدخلات انتاج ( غ م ك ),0
85369090000,"أجهزة أخر كهربائية لتقسيم الدوائر الكهربائية ... لجهد 1 كيلو فولت, (غ.م.ك)",15
85371020000,لوحات ومناضد و ... مزودة بجهازين أو أكثر من أجهزة 8535 أو لجهد 8536 - ك 1 فولت مستوردة.. كمدخلات انتاج,0
85371030000,لوحات تحكم بالاضاءة تتضمن اجهزة ترشيد استهلاك الطاقة مزودة بجهازين أو ... لجهد 8535 = 1 كيلو فولت,15
85371090000,لوحات ومناضد و خزائن... مزودة بجهازين أو أكثر من أجهزة أو 8536 8535 لجهد = 1 كيلو فولت (غ. م.ك),15
85372020000,لوحات ومناضد و ... مزودة بجهازين أو .. أجهزة 8535 أو 8536 لجهد 1 كيلو فولت مستورد.. كمدخلات انتاج,0
85372090000,لوحات ومناضد و خزائن... مزودة بجهازين أو أكثر من أجهزة 8535 أو 8536 الجهد 1 كيلو فولت (غ.م.ك),15
85381000000,لوحات ومناضد و خزائن وغيرها من الحوامل للأصناف الداخلة في البند 8537 غير مزودة بأجهزتها,5
85389020000,أجزاء معدة للإستعمال حصر ... أو 8536 8535 أو 8537 مستورد.. كمستلزمات .. لاستخدماتها الخاصة ( م ك ),0
85389030000,اجزاء القواطع والاباريز و الوصلات الكهربائية المستوردة من قبل المصانع مباشرة كمدخلات انتاج,0
85389090000,"أجزاء معدة للإستعمال حصرا أو بصفة أساسية للأجهزة التابعة للبنود 8535 أو أو 85378536 , (غ.م.ك)",5
85391000000,مصابيح كهربائية مقفلة,5
85392100000,"لمبات وأنابيب أخر, كهربائية, تضيء بتوهج الشعيرات هالوجينية بالتنجستن",5
85392200000,"لمبات وأنابيب أخر, كهربائية, تضيء بتوهج الشعيرات بقدرة واط 200 ولجهد > 100 فولت, (غ. م.ك)",5
85392900000,"لمبات وأنابيب أخر, كهربائية, تضيء بتوهج الشعيرات (غ.م.ك)",5
85393110100,المصابيح الموفرة للطاقة من الانواع الفلورية المدمجة محتوية على زئبق,0
85393110900,المصابيح الموفرة للطاقة من الانواع الفلورية المدمجة (غ.م.ك),0
85393190100,"لمبات وأنابيب ""فلورسنت""، ذات قطب سالب ""كاثود"" ساخن تحتوي على زنبق",5
85393190900,"لمبات وأنابيب ""فلورسنت"" ، ذات قطب سالب ""كاثود"" ساخن (غ.م.ك)",5
85393210000,لمبات كهربائية تضيء بالتفريغ ببخار الصوديوم,5
85393290100,لمبات ببخار الزئبق,5
85393290900,لمبات بهاليدات معدنية,5
85393910000,لمبات وأنابيب كهربائية تضيء بالتفريغ مستورد.. كمستلزمات انتاج لاستخداماتها الخاصة,0
85393990100,لمبات الزينون الخاصة بالمركبات,5
85393990900,لمبات وأنابيب كهربائية تضيء بالتفريغ عدا اللمبات ذات الاشعة فوق البنفسجية (غ.م.ك),5
85394100000,لمبات كهربائية قوسية,5
85394910000,تعمل بالأشعة فوق البنفسجية المستوردة من قبل المصانع كمدخلات إنتاج,0
85394990000,لمبات وأنابيب كهربائية ذات أشعة فوق البنفسجية أو تحت الحمراء,5
85395100000,وحدات الصمامات الثنائية الباعثة للضوء ( )LED,5
85395200000,لمبات الصمامات الثنائية الباعثة للضوء ( )LED,5
85399000000,أجزاء اللمبات والأنابيب الكهربائية والمصابيح الكهربائية الداخلة بالبند 8539,0
85401100000,"انابيب الاشعة الكاثودية لاجهزة استقبال الاذاعة المصورة ، بما في ذلك انابيب الاشعة الكاثودية لشاشات عرض الفيديو فيديو مونيتور ) بالالوان",0
85401200000,أنابيب الأشعة الكاثودية لأجهزة استقبال الإذاعة المصورة بألوان أحادية,5
85402000000,أنابيب الكاميرات التلفزيونية وأنابيب تحويل أو تقوية الصورة وأنابيب أخر ذات كاثود ضوئي,5
85404000000,انابيب عرض المعلومات والرسوم البيانية بالألوان تظهر نقاط فسفورية.. بتباعد مم0.4,5
85406000000,أنابيب أشعة كاثودية أخر (غ. م.ك),5
85407100000,أنابيب لموجات المجنيترون,0
85407900000,أنابيب لموجات متناهية الصغر (غ. م.ك),5
85408100000,أنابيب وصمامات لأجهزة الإستقبال أو لأجهزة التضخيم,5
85408900100,"صمامات او انابيب ، تصحيح بخار او قوس الزئبق",5
85408900900,أنابيب وصمامات الكترونية أخر (غ. م.ك),5
85409100000,أجزاء أنابيب الأشعة الكاثودية,5
85409900000,"أجزاء الصمامات والأنابيب الالكترونية وغيرها من أصناف البند ,8540(غ.م.ك)",5
85411000000,صمامات ثنائية عدا الصمامات الثنائية الحساسة للضوء أو الباعثة للضوء,0
85412100000,ترانزستورات ذات معدل تبدد يقل عن (1) واط ( عدا الحساسة للضوء),0
85412900000,ترانزستورات (غ. م.ك) ( عدا الحساسة للضوء),0
85413000000,مقومات ترانزستورية عدا الألوان الحساسة للضوء ),0
85414100000,صمامات ثنائية باعثة للضوء ( LED ),0
85414200000,الخلايا الضوئية الفولتائية غير مجمعة في وحدات أو مهيأة بشكل لوحات,0
85414300000,الخلايا الضوئية الفولتائية مجمعة في وحدات أو مهيأة بشكل لوحات,0
85414900000,"أدوات شبه موصلة حساسة للضوء، بما في ذلك الخلايا الضوئية الفولتائية، وإن كانت مجمعة في شكل وحدات أو مهيأة بشكل لوحات .... (غ. م.ك)",0
85415100000,محولات أساسها شبه موصلات,0
85415900000,أدوات شبه موصلة أخر (غ.م.ك),0
85416000000,بللورات بيزو - كهربائية مركبة,0
85419000000,أجزاء الصمامات الثنائية والترانزستورات وغيرها من أصناف البند 8541,0
85423100000,"دوائر, معالجات واجهزة تحكم وان كانت مدمجة بالذاكرات محولات دوائر منطقية, مضخمات دوائر توقيت...",0
85423200000,"دوائر ""دارات"" متكاملة الكترونية, ذاكرات",0
85423300000,"دوائر ""دارات"" متكاملة الكترونية, مضخمات",0
85423900000,"دوائر ""دارات"" متكاملة الكترونية, (غ.م.ك)",0
85429000000,"أجزاء دوائر ""دارات"" متكاملة الإلكترونية, التابعة للبند 8542",0
85431000000,مسرعات جزئيات آخر,0
85432000000,مولدات إشارات,0
85433000000,آلات وأجهزة لطلاء المعادن كهربائيا أو للتحليل أو الإنتقال الكهربائي للجزئيات.. اليكتروفوريستز,0
85434010000,سجائر الكترونية بدون سوائل,5
85434090000,أجهزة كهربائية للتبخير (تسخين لفائف التبغ ),5
85437010000,أجهزة تكبير ونزع الشوشرة ومزج الموجات,5
85437020000,أجهزة وآلات كهربائية للاستقبال أو الإرسال عبر الأقمار الصناعية (غ.م.ك),5
85437030000,آلات كهربائية وظيفتها الترجمة أو إعطاء معاني الكلمات (غ. م.ك),0
85437040100,جهاز تعديل عدادات المسافات المقطوعة للسيارات,0
85437040200,أجهزة برمجة مفاتيح السيارات,0
85437040900,أجهزة ذات وظيفة محددة تتضمن أو تعمل بالإرتباط مع آلة للمعالجة الذاتية للمعلومات (غ. م.ك),0
85437050000,أطقم متعددة الأوساط لتحديث آلات المعالجة ... (م. ل. ت) تتألف على الأقل من مكبرات صوت و / أو ...,0
